client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
c9d4cfa688f116c69ce0e75c8f05546dfefbb1388dda0d6ba82e3769f7ba51d15c37eb6dc90523bf71704d3cc3d083aad64ae791a34e9f8dcf5e670c8890a14a	common_voice_ro_36799643.mp3	O salut și cu siguranță are votul meu.	0	0	thirties	female	Standard		ro	
c9d4cfa688f116c69ce0e75c8f05546dfefbb1388dda0d6ba82e3769f7ba51d15c37eb6dc90523bf71704d3cc3d083aad64ae791a34e9f8dcf5e670c8890a14a	common_voice_ro_36799644.mp3	Nu se cheltuiesc prea mulți bani pe administrație?	0	0	thirties	female	Standard		ro	
c9d4cfa688f116c69ce0e75c8f05546dfefbb1388dda0d6ba82e3769f7ba51d15c37eb6dc90523bf71704d3cc3d083aad64ae791a34e9f8dcf5e670c8890a14a	common_voice_ro_36799645.mp3	Există, de asemenea, și vești bune.	0	0	thirties	female	Standard		ro	
c9d4cfa688f116c69ce0e75c8f05546dfefbb1388dda0d6ba82e3769f7ba51d15c37eb6dc90523bf71704d3cc3d083aad64ae791a34e9f8dcf5e670c8890a14a	common_voice_ro_36799646.mp3	Nu ar trebui să fie atât de dificil.	0	0	thirties	female	Standard		ro	
c9d4cfa688f116c69ce0e75c8f05546dfefbb1388dda0d6ba82e3769f7ba51d15c37eb6dc90523bf71704d3cc3d083aad64ae791a34e9f8dcf5e670c8890a14a	common_voice_ro_36799647.mp3	Continuarea ofensivei militare costă prea multe vieţi.	0	0	thirties	female	Standard		ro	
c9d4cfa688f116c69ce0e75c8f05546dfefbb1388dda0d6ba82e3769f7ba51d15c37eb6dc90523bf71704d3cc3d083aad64ae791a34e9f8dcf5e670c8890a14a	common_voice_ro_36799648.mp3	Cât timp credeţi că ar dura?	0	0	thirties	female	Standard		ro	
c9d4cfa688f116c69ce0e75c8f05546dfefbb1388dda0d6ba82e3769f7ba51d15c37eb6dc90523bf71704d3cc3d083aad64ae791a34e9f8dcf5e670c8890a14a	common_voice_ro_36799654.mp3	Eu nu cred că acesta va fi rezultatul.	0	0	thirties	female	Standard		ro	
c9d4cfa688f116c69ce0e75c8f05546dfefbb1388dda0d6ba82e3769f7ba51d15c37eb6dc90523bf71704d3cc3d083aad64ae791a34e9f8dcf5e670c8890a14a	common_voice_ro_36799655.mp3	Mai mulţi colegi au depus această cerere.	0	0	thirties	female	Standard		ro	
c9d4cfa688f116c69ce0e75c8f05546dfefbb1388dda0d6ba82e3769f7ba51d15c37eb6dc90523bf71704d3cc3d083aad64ae791a34e9f8dcf5e670c8890a14a	common_voice_ro_36799656.mp3	Prin urmare, votez în favoarea rezoluţiei.	0	0	thirties	female	Standard		ro	
c9d4cfa688f116c69ce0e75c8f05546dfefbb1388dda0d6ba82e3769f7ba51d15c37eb6dc90523bf71704d3cc3d083aad64ae791a34e9f8dcf5e670c8890a14a	common_voice_ro_36799657.mp3	O lună este enorm, sunt ca terminat spune micul muzician.	0	0	thirties	female	Standard		ro	
c9d4cfa688f116c69ce0e75c8f05546dfefbb1388dda0d6ba82e3769f7ba51d15c37eb6dc90523bf71704d3cc3d083aad64ae791a34e9f8dcf5e670c8890a14a	common_voice_ro_36799658.mp3	Legătura dintre acestea două este evidentă.	0	0	thirties	female	Standard		ro	
25ec696cfffba24d36797e469717e728915560052ae2deedd479ecd99c99d2bcc89aa4e331f91a657b19ab8a12bfb2b25792cb1840aa86201f8390621bbca313	common_voice_ro_36910899.mp3	Nu sunt capabili sa-mi raspunda.	0	0			calm accent,i have a eastern european accent		ro	
25ec696cfffba24d36797e469717e728915560052ae2deedd479ecd99c99d2bcc89aa4e331f91a657b19ab8a12bfb2b25792cb1840aa86201f8390621bbca313	common_voice_ro_36910900.mp3	Au fost mult mai isteţi, mult mai uneltitori.	0	0			calm accent,i have a eastern european accent		ro	
25ec696cfffba24d36797e469717e728915560052ae2deedd479ecd99c99d2bcc89aa4e331f91a657b19ab8a12bfb2b25792cb1840aa86201f8390621bbca313	common_voice_ro_36910901.mp3	Vă prezentăm informații la zi.	0	0			calm accent,i have a eastern european accent		ro	
25ec696cfffba24d36797e469717e728915560052ae2deedd479ecd99c99d2bcc89aa4e331f91a657b19ab8a12bfb2b25792cb1840aa86201f8390621bbca313	common_voice_ro_36910902.mp3	Oare este prea mult sau prea puţin?	0	0			calm accent,i have a eastern european accent		ro	
25ec696cfffba24d36797e469717e728915560052ae2deedd479ecd99c99d2bcc89aa4e331f91a657b19ab8a12bfb2b25792cb1840aa86201f8390621bbca313	common_voice_ro_36910903.mp3	Aceasta ne ghidează în alegerea voturilor noastre.	0	0			calm accent,i have a eastern european accent		ro	
5f3e2d3c0f3237f0423200601433fa820d95c027f1f54e6ffa002fa0567361861d7c2e3aa3c0cbc9083c45d081cbb92615c32ce80ee4b3766dc78ed7c7ab440f	common_voice_ro_36910904.mp3	Astfel de lecții nu sunt adecvate.	0	0			calm accent,i have a eastern european accent		ro	
5f3e2d3c0f3237f0423200601433fa820d95c027f1f54e6ffa002fa0567361861d7c2e3aa3c0cbc9083c45d081cbb92615c32ce80ee4b3766dc78ed7c7ab440f	common_voice_ro_36910905.mp3	Acum, negociază pentru achiziționarea unei a doua mori, afacerile luând amploare.	0	0			calm accent,i have a eastern european accent		ro	
5f3e2d3c0f3237f0423200601433fa820d95c027f1f54e6ffa002fa0567361861d7c2e3aa3c0cbc9083c45d081cbb92615c32ce80ee4b3766dc78ed7c7ab440f	common_voice_ro_36910906.mp3	Trebuie să îi cheltuim cu atenție.	0	0			calm accent,i have a eastern european accent		ro	
5f3e2d3c0f3237f0423200601433fa820d95c027f1f54e6ffa002fa0567361861d7c2e3aa3c0cbc9083c45d081cbb92615c32ce80ee4b3766dc78ed7c7ab440f	common_voice_ro_36910908.mp3	Viitorul durabil al umanităţii se află în joc.	0	0			calm accent,i have a eastern european accent		ro	
44e91b0390815af687b1c047f3550649d55240c7798af9e8c31228c588da6bd62fd7c4c8975085d2bca9a33d188aa5e43cebf1f0a866d694a059901de0bad88b	common_voice_ro_36924956.mp3	Pur şi simplu, competitivitatea noastră este în joc.	0	0					ro	
44e91b0390815af687b1c047f3550649d55240c7798af9e8c31228c588da6bd62fd7c4c8975085d2bca9a33d188aa5e43cebf1f0a866d694a059901de0bad88b	common_voice_ro_36924957.mp3	Din păcate, acest lucru nu poate fi garantat.	0	0					ro	
44e91b0390815af687b1c047f3550649d55240c7798af9e8c31228c588da6bd62fd7c4c8975085d2bca9a33d188aa5e43cebf1f0a866d694a059901de0bad88b	common_voice_ro_36924958.mp3	Acestea ar trebui utilizate la potenţial maxim.	0	0					ro	
44e91b0390815af687b1c047f3550649d55240c7798af9e8c31228c588da6bd62fd7c4c8975085d2bca9a33d188aa5e43cebf1f0a866d694a059901de0bad88b	common_voice_ro_36924959.mp3	Deci, aceasta este situaţia în prezent.	0	0					ro	
44e91b0390815af687b1c047f3550649d55240c7798af9e8c31228c588da6bd62fd7c4c8975085d2bca9a33d188aa5e43cebf1f0a866d694a059901de0bad88b	common_voice_ro_36924960.mp3	Pur și simplu trebuie să acceptăm acest lucru.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928929.mp3	Punerea sa în aplicare depinde de unitate.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928930.mp3	Haideţi să o transformăm în realitate!	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928931.mp3	Abia dacă mai sunt lăsate marje.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928932.mp3	Penuria energetică a devenit o problemă gravă.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928933.mp3	Nu o intalni ca un Imparat care intalneste un criminal.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928934.mp3	Ei şi-au demonstrat voinţa şi ne-au ascultat.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928935.mp3	Bosniacilor și sârbilor li s-a impus un embargo.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928936.mp3	Sensul existenţei şi datoria fiecărui om estecreaţia.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928937.mp3	Ce efect au acestea asupra bugetului european?	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928938.mp3	Domnule preşedinte, o să fiu scurt..	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928944.mp3	Din contră, această integrare este esenţială!	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928945.mp3	Oameni s-ar fi pus intrebari de familia regala.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928946.mp3	Potrivit organizatorilor, bugetul festivalului se ridică la două sute mii de euro.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928947.mp3	Ceea ce este adevărat, dar nu imediat.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928948.mp3	Nu a fost vorba de niciun spital bombardat.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928959.mp3	Dimensiunea urbană trebuie să devină obligatorie.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928960.mp3	Presupune multă muncă şi este foarte costisitor.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928961.mp3	Când ni se vor prezenta măsuri concrete?	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928962.mp3	Nu este suficient să se controleze deficitul public.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928963.mp3	La sfârșitul lunii august, în România erau peste șase sute unu mii de șomeri.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928971.mp3	Trebuie precizat foarte clar acest lucru.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928973.mp3	Au petrecut deja o săptămână întreagă în aeroport.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928975.mp3	Cu siguranţă avem nevoie de arhitecţi.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928982.mp3	Vă doresc o retragere fericită, dle comisar.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928983.mp3	Susțin pe deplin orientările acestui raport.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928984.mp3	Este obligatoriu să nu ascundem realitatea.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928985.mp3	Aceste tulburări au loc şi mai frecvent acum.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928986.mp3	Așa cum este sindicatul fotbaliștilor, să fie și unul al antrenorilor.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928987.mp3	Obstacolele fac săse nască reflectarea.	0	1					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928988.mp3	Iti place de cineva?	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928989.mp3	Nu sunt deloc de acord cu dânsul aici.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928990.mp3	Pentru activitățile de cercetare și dezvoltare.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928991.mp3	Fantoma protecţionismului nu este un sfetnic bun!	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928992.mp3	Este important să acționăm în mod global.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928993.mp3	Am votat deci pentru acest raport.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928994.mp3	Ei deja nici nu mai ascund asemenea acțiuni.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928995.mp3	E mare bogăţie săte mulţumeşti cu puţin.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36928996.mp3	Cred că acest lucru este benefic.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36929022.mp3	Am putea pierde zece procente anul acesta.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36929023.mp3	Răspunderea începe în vise.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36929024.mp3	Acest lucru trebui interzis și pedepsit cu hotărâre.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36929025.mp3	Care este părerea dvs. în această privință?	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36929026.mp3	Nu pot sa-i dau lui Salim confortul.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36929050.mp3	Mie nu mi se pare deloc plictisitor.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36929052.mp3	Tinerii cu aceste deprinderi vin la școală.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36929054.mp3	Tentaţia şantajului nu este un sfetnic bun.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36929055.mp3	Cred că nu facem deloc față provocărilor.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36929056.mp3	Aș dori să mai adaug două chestiuni.	1	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36929089.mp3	Unele țări nu au respectat aceste cerințe.	0	0					ro	
eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b	common_voice_ro_36929091.mp3	Iti promit, regina Jodha.	0	0					ro	
